0,0|0
-1,1|1
0,1|2
1,0|3
1,-1|4
0,-1|5
-1,0|6
-2,2|7
-1,2|8
0,2|9
1,1|10
2,0|11
2,-1|12
2,-2|13
1,-2|14
0,-2|15
-1,-1|16
-2,0|17
-2,1|18
-3,3|19
-2,3|20
-1,3|21
0,3|22
1,2|23
2,1|24
3,0|25
3,-1|26
3,-2|27
3,-3|28
2,-3|29
1,-3|30
0,-3|31
-1,-2|32
-2,-1|33
-3,0|34
-3,1|35
-3,2|36
-4,4|37
-3,4|38
-2,4|39
-1,4|40
0,4|41
1,3|42
2,2|43
3,1|44
4,0|45
4,-1|46
4,-2|47
4,-3|48
4,-4|49
3,-4|50
2,-4|51
1,-4|52
0,-4|53
-1,-3|54
-2,-2|55
-3,-1|56
-4,0|57
-4,1|58
-4,2|59
-4,3|60
-5,5|61
-4,5|62
-3,5|63
-2,5|64
-1,5|65
0,5|66
1,4|67
2,3|68
3,2|69
4,1|70
5,0|71
5,-1|72
5,-2|73
5,-3|74
5,-4|75
5,-5|76
4,-5|77
3,-5|78
2,-5|79
1,-5|80
0,-5|81
-1,-4|82
-2,-3|83
-3,-2|84
-4,-1|85
-5,0|86
-5,1|87
-5,2|88
-5,3|89
-5,4|90
-6,6|91
-5,6|92
-4,6|93
-3,6|94
-2,6|95
-1,6|96
0,6|97
1,5|98
2,4|99
3,3|100
4,2|101
5,1|102
6,0|103
6,-1|104
6,-2|105
6,-3|106
6,-4|107
6,-5|108
6,-6|109
5,-6|110
4,-6|111
3,-6|112
2,-6|113
1,-6|114
0,-6|115
-1,-5|116
-2,-4|117
-3,-3|118
-4,-2|119
-5,-1|120
-6,0|121
-6,1|122
-6,2|123
-6,3|124
-6,4|125
-6,5|126
-7,7|127
-6,7|128
-5,7|129
-4,7|130
-3,7|131
-2,7|132
-1,7|133
0,7|134
1,6|135
2,5|136
3,4|137
4,3|138
5,2|139
6,1|140
7,0|141
7,-1|142
7,-2|143
7,-3|144
7,-4|145
7,-5|146
7,-6|147
7,-7|148
6,-7|149
5,-7|150
4,-7|151
3,-7|152
2,-7|153
1,-7|154
0,-7|155
-1,-6|156
-2,-5|157
-3,-4|158
-4,-3|159
-5,-2|160
-6,-1|161
-7,0|162
-7,1|163
-7,2|164
-7,3|165
-7,4|166
-7,5|167
-7,6|168
-8,8|169
-7,8|170
-6,8|171
-5,8|172
-4,8|173
-3,8|174
-2,8|175
-1,8|176
0,8|177
1,7|178
2,6|179
3,5|180
4,4|181
5,3|182
6,2|183
7,1|184
8,0|185
8,-1|186
8,-2|187
8,-3|188
8,-4|189
8,-5|190
8,-6|191
8,-7|192
8,-8|193
7,-8|194
6,-8|195
5,-8|196
4,-8|197
3,-8|198
2,-8|199
1,-8|200
0,-8|201
-1,-7|202
-2,-6|203
-3,-5|204
-4,-4|205
-5,-3|206
-6,-2|207
-7,-1|208
-8,0|209
-8,1|210
-8,2|211
-8,3|212
-8,4|213
-8,5|214
-8,6|215
-8,7|216
-9,9|217
-8,9|218
-7,9|219
-6,9|220
-5,9|221
-4,9|222
-3,9|223
-2,9|224
-1,9|225
0,9|226
1,8|227
2,7|228
3,6|229
4,5|230
5,4|231
6,3|232
7,2|233
8,1|234
9,0|235
9,-1|236
9,-2|237
9,-3|238
9,-4|239
9,-5|240
9,-6|241
9,-7|242
9,-8|243
9,-9|244
8,-9|245
7,-9|246
6,-9|247
5,-9|248
4,-9|249
3,-9|250
2,-9|251
1,-9|252
0,-9|253
-1,-8|254
-2,-7|255
-3,-6|256
-4,-5|257
-5,-4|258
-6,-3|259
-7,-2|260
-8,-1|261
-9,0|262
-9,1|263
-9,2|264
-9,3|265
-9,4|266
-9,5|267
-9,6|268
-9,7|269
-9,8|270
-10,10|271
-9,10|272
-8,10|273
-7,10|274
-6,10|275
-5,10|276
-4,10|277
-3,10|278
-2,10|279
-1,10|280
0,10|281
1,9|282
2,8|283
3,7|284
4,6|285
5,5|286
6,4|287
7,3|288
8,2|289
9,1|290
10,0|291
10,-1|292
10,-2|293
10,-3|294
10,-4|295
10,-5|296
10,-6|297
10,-7|298
10,-8|299
10,-9|300
10,-10|301
9,-10|302
8,-10|303
7,-10|304
6,-10|305
5,-10|306
4,-10|307
3,-10|308
2,-10|309
1,-10|310
0,-10|311
-1,-9|312
-2,-8|313
-3,-7|314
-4,-6|315
-5,-5|316
-6,-4|317
-7,-3|318
-8,-2|319
-9,-1|320
-10,0|321
-10,1|322
-10,2|323
-10,3|324
-10,4|325
-10,5|326
-10,6|327
-10,7|328
-10,8|329
-10,9|330
-11,11|331
-10,11|332
-9,11|333
-8,11|334
-7,11|335
-6,11|336
-5,11|337
-4,11|338
-3,11|339
-2,11|340
-1,11|341
0,11|342
1,10|343
2,9|344
3,8|345
4,7|346
5,6|347
6,5|348
7,4|349
8,3|350
9,2|351
10,1|352
11,0|353
11,-1|354
11,-2|355
11,-3|356
11,-4|357
11,-5|358
11,-6|359
11,-7|360
11,-8|361
11,-9|362
11,-10|363
11,-11|364
10,-11|365
9,-11|366
8,-11|367
7,-11|368
6,-11|369
5,-11|370
4,-11|371
3,-11|372
2,-11|373
1,-11|374
0,-11|375
-1,-10|376
-2,-9|377
-3,-8|378
-4,-7|379
-5,-6|380
-6,-5|381
-7,-4|382
-8,-3|383
-9,-2|384
-10,-1|385
-11,0|386
-11,1|387
-11,2|388
-11,3|389
-11,4|390
-11,5|391
-11,6|392
-11,7|393
-11,8|394
-11,9|395
-11,10|396
-12,12|397
-11,12|398
-10,12|399
-9,12|400
-8,12|401
-7,12|402
-6,12|403
-5,12|404
-4,12|405
-3,12|406
-2,12|407
-1,12|408
0,12|409
1,11|410
2,10|411
3,9|412
4,8|413
5,7|414
6,6|415
7,5|416
8,4|417
9,3|418
10,2|419
11,1|420
12,0|421
12,-1|422
12,-2|423
12,-3|424
12,-4|425
12,-5|426
12,-6|427
12,-7|428
12,-8|429
12,-9|430
12,-10|431
12,-11|432
12,-12|433
11,-12|434
10,-12|435
9,-12|436
8,-12|437
7,-12|438
6,-12|439
5,-12|440
4,-12|441
3,-12|442
2,-12|443
1,-12|444
0,-12|445
-1,-11|446
-2,-10|447
-3,-9|448
-4,-8|449
-5,-7|450
-6,-6|451
-7,-5|452
-8,-4|453
-9,-3|454
-10,-2|455
-11,-1|456
-12,0|457
-12,1|458
-12,2|459
-12,3|460
-12,4|461
-12,5|462
-12,6|463
-12,7|464
-12,8|465
-12,9|466
-12,10|467
-12,11|468
-13,13|469
-12,13|470
-11,13|471
-10,13|472
-9,13|473
-8,13|474
-7,13|475
-6,13|476
-5,13|477
-4,13|478
-3,13|479
-2,13|480
-1,13|481
0,13|482
1,12|483
2,11|484
3,10|485
4,9|486
5,8|487
6,7|488
7,6|489
8,5|490
9,4|491
10,3|492
11,2|493
12,1|494
13,0|495
13,-1|496
13,-2|497
13,-3|498
13,-4|499
13,-5|500
13,-6|501
13,-7|502
13,-8|503
13,-9|504
13,-10|505
13,-11|506
13,-12|507
13,-13|508
12,-13|509
11,-13|510
10,-13|511
9,-13|512
8,-13|513
7,-13|514
6,-13|515
5,-13|516
4,-13|517
3,-13|518
2,-13|519
1,-13|520
0,-13|521
-1,-12|522
-2,-11|523
-3,-10|524
-4,-9|525
-5,-8|526
-6,-7|527
-7,-6|528
-8,-5|529
-9,-4|530
-10,-3|531
-11,-2|532
-12,-1|533
-13,0|534
-13,1|535
-13,2|536
-13,3|537
-13,4|538
-13,5|539
-13,6|540
-13,7|541
-13,8|542
-13,9|543
-13,10|544
-13,11|545
-13,12|546
-14,14|547
